coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro,contactado,edadacotado,balanceacotado,balanceclase,duracionacotado,campanaacotado
CODDOC3519,39,1,2,0,31,1,0,20,61,2,181,4,0,1,39,31,1,61,2
CODDOC3524,31,1,2,0,0,1,1,28,71,1,223,9,0,1,31,0,1,71,1
CODDOC3525,45,1,2,0,0,0,1,8,47,7,-1,0,0,0,45,0,1,47,6
CODDOC3526,31,2,2,0,68,1,0,16,570,2,-1,0,0,0,31,68,1,500,2
CODDOC3527,45,1,2,0,-149,1,0,14,287,2,-1,0,0,0,45,-149,1,287,2
CODDOC3528,33,0,2,0,2411,1,0,23,130,1,161,1,1,1,33,2411,1,130,1
CODDOC3530,43,2,3,0,2731,0,0,21,11,7,-1,0,0,0,43,2731,1,11,6
CODDOC3533,42,1,2,0,3620,1,0,27,22,16,-1,0,0,0,42,3620,1,22,6
CODDOC3535,47,2,2,0,1544,1,0,6,104,1,312,1,0,1,47,1544,1,104,1
CODDOC3536,48,1,1,0,199,0,0,18,29,2,-1,0,0,0,48,199,1,29,2
CODDOC3537,60,1,0,0,231,1,0,12,57,2,-1,0,0,0,60,231,1,57,2
CODDOC3538,27,0,2,0,76,1,0,4,236,1,-1,0,0,0,27,76,1,236,1
CODDOC3542,37,1,3,0,310,0,0,1,76,1,-1,0,0,0,37,310,1,76,1
CODDOC3543,36,1,2,0,1746,1,0,26,99,1,-1,0,0,0,36,1746,1,99,1
CODDOC3545,52,1,1,0,-110,0,1,29,141,1,-1,0,0,0,52,-110,1,141,1
CODDOC3546,55,1,2,0,2749,1,1,29,58,2,-1,0,0,0,55,2749,1,58,2
CODDOC3548,36,2,2,0,35,1,0,3,435,3,-1,0,0,0,36,35,1,435,3
CODDOC3549,39,1,2,0,-650,0,0,15,123,2,364,1,0,1,39,-650,1,123,2
CODDOC3551,42,2,1,0,5774,1,0,15,54,2,-1,0,0,0,42,4000,1,54,2
CODDOC3553,58,1,2,0,35,0,0,29,336,7,-1,0,0,0,58,35,1,336,6
CODDOC3554,68,1,2,0,19317,1,0,4,249,1,-1,0,1,0,65,4000,1,249,1
CODDOC3558,57,1,3,0,1180,1,1,14,191,2,-1,0,0,0,57,1180,1,191,2
CODDOC3559,61,0,3,0,6610,0,0,24,481,2,-1,0,1,0,61,4000,1,481,2
CODDOC3560,36,2,2,0,319,1,0,18,120,2,-1,0,0,0,36,319,1,120,2
CODDOC3561,31,1,2,0,1545,1,1,13,207,1,-1,0,0,0,31,1545,1,207,1
CODDOC3562,51,1,3,0,1315,0,0,5,303,2,-1,0,0,0,51,1315,1,303,2
CODDOC3563,31,2,3,0,424,0,0,21,93,2,-1,0,0,0,31,424,1,93,2
CODDOC3566,38,1,2,0,-762,1,1,30,408,2,-1,0,0,0,38,-762,1,408,2
CODDOC3567,35,1,2,0,181,1,0,31,5,3,-1,0,0,0,35,181,1,5,3
CODDOC3568,31,1,0,0,-120,1,0,17,231,2,-1,0,0,0,31,-120,1,231,2
CODDOC3570,50,1,3,0,78,1,0,14,218,3,161,9,0,1,50,78,1,218,3
CODDOC3572,26,1,2,0,2469,0,0,16,136,8,-1,0,0,0,26,2469,1,136,6
CODDOC3578,32,1,3,0,0,0,0,26,104,9,-1,0,0,0,32,0,1,104,6
CODDOC3579,53,1,2,0,719,1,0,14,230,1,-1,0,0,0,53,719,1,230,1
CODDOC3582,47,1,3,0,4543,1,0,14,162,1,-1,0,0,0,47,4000,1,162,1
CODDOC3583,36,1,3,0,0,1,0,27,145,2,-1,0,0,0,36,0,1,145,2
CODDOC3584,30,2,3,0,149,1,0,3,220,2,-1,0,0,0,30,149,1,220,2
CODDOC3585,46,1,2,0,-1400,1,0,6,309,3,355,4,0,1,46,-1000,1,309,3
CODDOC3586,33,1,2,0,-118,1,1,27,421,3,-1,0,0,0,33,-118,1,421,3
CODDOC3588,38,1,3,0,3452,0,0,13,132,2,-1,0,0,0,38,3452,1,132,2
CODDOC3589,27,2,2,0,842,0,0,30,273,1,91,1,0,1,27,842,1,273,1
CODDOC3590,38,1,0,0,3576,0,0,25,349,2,183,1,1,1,38,3576,1,349,2
CODDOC3593,39,1,2,0,0,1,0,20,793,2,-1,0,0,0,39,0,1,500,2
CODDOC3594,42,2,1,0,1628,1,0,5,119,1,195,8,0,1,42,1628,1,119,1
CODDOC3596,30,2,2,1,447,0,0,14,103,6,-1,0,0,0,30,447,1,103,6
CODDOC3601,50,1,2,0,0,0,0,7,152,2,-1,0,0,0,50,0,1,152,2
CODDOC3603,36,1,2,0,474,1,0,27,59,1,-1,0,0,0,36,474,1,59,1
CODDOC3605,36,1,3,0,0,0,0,22,147,2,-1,0,0,0,36,0,1,147,2
CODDOC3606,27,2,3,0,88,0,0,4,143,1,-1,0,0,0,27,88,1,143,1
CODDOC3607,29,1,2,0,308,1,0,28,75,1,-1,0,0,0,29,308,1,75,1
CODDOC3608,70,1,2,0,1164,0,0,14,338,3,185,2,0,1,65,1164,1,338,3
CODDOC3609,44,1,3,0,13893,0,0,11,29,2,-1,0,0,0,44,4000,1,29,2
CODDOC3613,50,0,3,0,356,0,0,8,198,2,358,5,0,1,50,356,1,198,2
CODDOC3614,49,1,2,0,2718,0,0,19,114,2,-1,0,0,0,49,2718,1,114,2
CODDOC3617,45,2,3,0,16,0,0,31,59,2,-1,0,0,0,45,16,1,59,2
CODDOC3619,45,1,2,0,248,0,0,16,212,2,-1,0,0,0,45,248,1,212,2
CODDOC3621,60,0,2,0,598,0,1,8,96,1,-1,0,0,0,60,598,1,96,1
CODDOC3622,35,1,3,0,949,1,0,27,245,2,-1,0,0,0,35,949,1,245,2
CODDOC3624,33,1,1,0,1209,1,0,16,700,1,-1,0,0,0,33,1209,1,500,1
CODDOC3625,50,1,3,0,202,1,0,15,107,1,148,4,0,1,50,202,1,107,1
CODDOC3626,51,1,2,0,1840,1,0,18,312,3,-1,0,0,0,51,1840,1,312,3
CODDOC3627,34,1,2,0,114,1,1,4,153,1,309,3,0,1,34,114,1,153,1
CODDOC3628,56,1,2,0,-229,0,1,23,55,10,-1,0,0,0,56,-229,1,55,6
CODDOC3629,29,1,2,0,182,1,0,13,38,3,-1,0,0,0,29,182,1,38,3
CODDOC3633,35,2,0,0,0,0,0,28,122,3,-1,0,0,0,35,0,1,122,3
CODDOC3636,32,1,3,0,553,1,0,22,72,1,-1,0,0,0,32,553,1,72,1
CODDOC3638,60,1,2,0,78,1,0,12,113,3,-1,0,0,0,60,78,1,113,3
CODDOC3639,32,2,2,0,-28,0,1,4,400,1,-1,0,0,0,32,-28,1,400,1
CODDOC3641,34,1,1,0,428,1,0,18,59,2,-1,0,0,0,34,428,1,59,2
CODDOC3647,48,2,2,0,312,1,1,3,369,2,-1,0,0,0,48,312,1,369,2
CODDOC3648,36,2,2,0,0,0,0,13,333,5,-1,0,0,0,36,0,1,333,5
CODDOC3652,57,1,3,0,0,0,0,12,116,4,-1,0,0,0,57,0,1,116,4
CODDOC3654,29,0,2,0,84,1,0,13,1101,2,-1,0,1,0,29,84,1,500,2
CODDOC3655,30,2,3,0,2,0,0,16,102,1,85,1,0,1,30,2,1,102,1
CODDOC3656,44,1,3,0,1242,1,0,6,384,6,-1,0,0,0,44,1242,1,384,6
CODDOC3657,33,2,0,0,5969,0,0,4,156,2,127,8,0,1,33,4000,1,156,2
CODDOC3658,56,0,2,0,3337,1,0,17,99,3,-1,0,0,0,56,3337,1,99,3
CODDOC3660,52,1,2,0,64,0,0,29,20,2,-1,0,0,0,52,64,1,20,2
CODDOC3661,32,2,2,0,249,1,0,2,258,1,-1,0,0,0,32,249,1,258,1
CODDOC3662,36,2,2,0,0,0,0,29,85,6,-1,0,0,0,36,0,1,85,6
CODDOC3665,34,1,2,0,351,1,0,18,467,1,-1,0,0,0,34,351,1,467,1
CODDOC3669,27,2,2,0,235,1,0,12,13,5,-1,0,0,0,27,235,1,13,5
CODDOC3672,37,1,2,0,67,0,0,3,45,2,-1,0,0,0,37,67,1,45,2
CODDOC3673,45,1,2,0,4022,1,0,29,244,3,-1,0,0,0,45,4000,1,244,3
CODDOC3680,31,1,2,0,-230,1,1,16,715,1,-1,0,0,0,31,-230,1,500,1
CODDOC3685,30,2,3,0,305,0,0,30,633,1,85,2,1,1,30,305,1,500,1
CODDOC3686,33,2,3,0,-67,1,0,5,364,1,-1,0,0,0,33,-67,1,364,1
CODDOC3687,41,1,2,0,4539,0,0,30,298,3,-1,0,0,0,41,4000,1,298,3
CODDOC3689,38,1,2,0,-673,1,0,26,364,1,-1,0,0,0,38,-673,1,364,1
CODDOC3694,38,1,3,0,846,0,0,2,253,1,-1,0,0,0,38,846,1,253,1
CODDOC3696,31,1,3,0,1331,0,0,30,297,1,86,3,1,1,31,1331,1,297,1
CODDOC3700,50,1,2,0,253,1,1,5,475,2,-1,0,0,0,50,253,1,475,2
CODDOC3701,60,1,1,0,71188,0,0,6,205,1,-1,0,0,0,60,4000,1,205,1
CODDOC3704,42,1,1,0,-97,1,0,3,216,4,271,5,0,1,42,-97,1,216,4
CODDOC3705,36,1,2,0,199,1,0,9,183,1,-1,0,0,0,36,199,1,183,1
CODDOC3707,31,1,1,0,355,1,1,4,61,6,-1,0,0,0,31,355,1,61,6
CODDOC3709,35,0,3,0,473,0,1,5,37,2,-1,0,0,0,35,473,1,37,2
CODDOC3710,44,1,2,0,6649,1,0,19,354,2,-1,0,0,0,44,4000,1,354,2
CODDOC3712,46,1,2,0,781,0,0,13,152,1,-1,0,0,0,46,781,1,152,1
CODDOC3713,49,1,1,0,1032,1,0,2,41,5,-1,0,0,0,49,1032,1,41,5
CODDOC3715,35,0,3,0,434,1,0,11,277,1,271,2,0,1,35,434,1,277,1
CODDOC3719,40,0,0,0,4384,1,0,5,315,1,-1,0,0,0,40,4000,1,315,1
CODDOC3720,49,2,3,0,588,0,0,28,70,9,-1,0,0,0,49,588,1,70,6
CODDOC3722,35,1,2,1,0,0,1,4,105,3,-1,0,0,0,35,0,1,105,3
CODDOC3724,32,2,2,0,152,1,0,25,158,2,-1,0,1,0,32,152,1,158,2
CODDOC3730,42,1,1,0,149,0,0,20,94,2,-1,0,0,0,42,149,1,94,2
CODDOC3732,52,1,2,0,424,0,0,19,143,1,154,3,0,1,52,424,1,143,1
CODDOC3736,43,1,3,0,58,1,0,9,48,4,-1,0,0,0,43,58,1,48,4
CODDOC3739,35,1,1,0,422,1,0,14,73,1,-1,0,0,0,35,422,1,73,1
CODDOC3740,41,1,3,0,437,1,0,3,14,21,-1,0,0,0,41,437,1,14,6
CODDOC3741,36,0,1,0,-308,1,0,12,725,1,-1,0,1,0,36,-308,1,500,1
CODDOC3742,51,1,1,0,30,1,0,14,333,2,-1,0,0,0,51,30,1,333,2
CODDOC3744,42,2,2,0,-247,1,1,21,519,1,166,1,1,1,42,-247,1,500,1
CODDOC3745,26,2,2,0,321,1,0,22,242,7,-1,0,0,0,26,321,1,242,6
CODDOC3746,23,2,2,0,250,1,0,18,222,1,-1,0,0,0,23,250,1,222,1
CODDOC3747,50,1,3,0,-470,1,0,19,130,2,160,1,0,1,50,-470,1,130,2
CODDOC3748,37,1,2,0,140,1,1,7,490,1,-1,0,0,0,37,140,1,490,1
CODDOC3751,79,0,0,0,2628,0,0,8,220,7,450,2,0,1,65,2628,1,220,6
CODDOC3755,36,2,3,0,2944,0,0,18,882,8,-1,0,1,0,36,2944,1,500,6
CODDOC3758,35,2,3,0,2288,0,0,28,32,2,-1,0,0,0,35,2288,1,32,2
CODDOC3759,31,1,2,0,472,1,0,13,907,2,-1,0,0,0,31,472,1,500,2
CODDOC3760,58,1,1,0,65,0,0,27,162,1,-1,0,0,0,58,65,1,162,1
CODDOC3766,55,0,2,0,3450,0,0,10,169,1,183,1,1,1,55,3450,1,169,1
CODDOC3768,55,1,2,0,139,0,0,22,256,2,-1,0,0,0,55,139,1,256,2
CODDOC3769,47,2,3,0,0,0,0,11,58,3,-1,0,0,0,47,0,1,58,3
CODDOC3771,46,2,3,0,334,1,0,4,36,6,90,2,0,1,46,334,1,36,6
CODDOC3772,61,1,3,0,997,0,0,10,106,1,-1,0,1,0,61,997,1,106,1
CODDOC3774,34,1,2,0,47,0,0,25,132,6,-1,0,0,0,34,47,1,132,6
CODDOC3776,41,0,3,0,3355,0,0,14,181,2,500,1,0,1,41,3355,1,181,2
CODDOC3778,26,2,2,0,396,1,0,28,302,1,-1,0,0,0,26,396,1,302,1
CODDOC3779,35,1,3,0,8,0,0,23,93,3,-1,0,1,0,35,8,1,93,3
CODDOC3787,74,1,2,0,921,0,0,17,394,2,-1,0,1,0,65,921,1,394,2
CODDOC3790,47,1,3,0,0,0,0,27,508,1,-1,0,1,0,47,0,1,500,1
CODDOC3792,56,1,2,0,22196,1,0,21,189,1,-1,0,0,0,56,4000,1,189,1
CODDOC3794,49,1,1,0,249,1,0,21,450,1,-1,0,0,0,49,249,1,450,1
CODDOC3795,43,2,0,0,3274,1,0,22,680,1,95,1,0,1,43,3274,1,500,1
CODDOC3797,66,1,1,0,206,0,0,9,479,1,-1,0,1,0,65,206,1,479,1
CODDOC3798,30,2,3,0,2325,0,0,5,270,3,241,4,0,1,30,2325,1,270,3
CODDOC3800,31,1,2,0,1664,1,0,20,158,1,182,1,0,1,31,1664,1,158,1
CODDOC3801,32,1,2,0,3333,0,0,8,50,4,-1,0,0,0,32,3333,1,50,4
CODDOC3803,34,1,3,0,37,0,0,6,45,1,-1,0,0,0,34,37,1,45,1
CODDOC3804,28,2,2,0,28,0,0,29,220,2,-1,0,0,0,28,28,1,220,2
CODDOC3806,36,1,2,0,134,0,0,20,98,1,-1,0,0,0,36,134,1,98,1
CODDOC3807,52,1,2,0,603,0,1,9,79,1,-1,0,0,0,52,603,1,79,1
CODDOC3811,40,1,1,0,3658,1,0,14,977,1,-1,0,0,0,40,3658,1,500,1
CODDOC3813,26,2,1,0,3342,1,0,4,329,4,-1,0,0,0,26,3342,1,329,4
CODDOC3815,40,2,2,0,263,1,0,6,231,1,-1,0,0,0,40,263,1,231,1
CODDOC3819,53,0,2,0,765,1,0,14,959,3,174,7,1,1,53,765,1,500,3
CODDOC3820,46,0,2,0,-824,1,0,7,429,3,-1,0,1,0,46,-824,1,429,3
CODDOC3826,32,1,2,1,4,1,1,25,132,8,-1,0,0,0,32,4,1,132,6
CODDOC3828,51,1,3,0,-892,1,1,14,248,2,-1,0,0,0,51,-892,1,248,2
CODDOC3833,47,1,2,0,-938,1,0,28,176,2,-1,0,0,0,47,-938,1,176,2
CODDOC3836,29,2,3,0,19,0,0,5,110,2,64,2,1,1,29,19,1,110,2
CODDOC3838,53,2,0,0,0,0,0,12,140,7,-1,0,0,0,53,0,1,140,6
CODDOC3841,48,1,2,0,425,1,0,9,693,2,-1,0,0,0,48,425,1,500,2
CODDOC3844,50,1,1,0,341,1,1,20,670,4,340,2,1,1,50,341,1,500,4
CODDOC3845,39,1,2,0,607,1,0,12,454,2,364,3,1,1,39,607,1,454,2
CODDOC3848,33,0,2,0,385,0,0,27,29,28,-1,0,0,0,33,385,1,29,6
CODDOC3850,27,1,2,0,362,1,0,14,332,2,-1,0,0,0,27,362,1,332,2
CODDOC3852,26,2,2,0,802,0,0,30,77,1,2,2,0,1,26,802,1,77,1
CODDOC3853,45,1,2,0,194,0,0,31,517,4,-1,0,0,0,45,194,1,500,4
CODDOC3854,54,1,2,0,-315,0,1,10,2029,1,-1,0,1,0,54,-315,1,500,1
CODDOC3857,42,1,1,0,83,0,1,7,184,1,-1,0,0,0,42,83,1,184,1
CODDOC3859,37,1,2,0,-107,1,0,28,158,2,-1,0,0,0,37,-107,1,158,2
CODDOC3862,50,1,2,0,961,0,1,14,757,4,-1,0,0,0,50,961,1,500,4
CODDOC3864,33,1,2,0,3470,0,0,11,285,2,-1,0,0,0,33,3470,1,285,2
CODDOC3866,35,1,2,0,0,1,0,18,146,2,-1,0,0,0,35,0,1,146,2
CODDOC3867,28,2,2,0,0,1,0,28,386,1,-1,0,0,0,28,0,1,386,1
CODDOC3869,31,2,2,0,-407,0,1,7,230,1,-1,0,0,0,31,-407,1,230,1
CODDOC3871,49,2,1,0,1040,0,0,8,474,2,-1,0,0,0,49,1040,1,474,2
CODDOC3873,29,2,2,0,209,1,0,28,487,7,-1,0,0,0,29,209,1,487,6
CODDOC3874,50,1,0,0,3304,0,0,5,1009,2,-1,0,0,0,50,3304,1,500,2
CODDOC3875,26,2,3,0,294,0,0,5,87,1,91,2,1,1,26,294,1,87,1
CODDOC3876,27,1,2,0,4848,1,1,23,82,3,-1,0,0,0,27,4000,1,82,3
CODDOC3877,32,2,2,0,1670,1,0,18,183,1,-1,0,0,0,32,1670,1,183,1
CODDOC3879,34,2,2,0,13683,1,0,3,115,3,-1,0,0,0,34,4000,1,115,3
CODDOC3885,36,1,3,0,506,0,0,25,47,1,120,1,0,1,36,506,1,47,1
CODDOC3886,41,1,2,0,1249,1,0,9,391,1,-1,0,0,0,41,1249,1,391,1
CODDOC3887,36,2,3,0,678,0,1,4,85,3,-1,0,0,0,36,678,1,85,3
CODDOC3894,40,1,2,0,61,1,0,7,112,3,-1,0,0,0,40,61,1,112,3
CODDOC3901,30,2,2,0,3809,1,0,3,159,4,-1,0,0,0,30,3809,1,159,4
CODDOC3902,52,1,2,0,395,1,0,15,391,3,-1,0,0,0,52,395,1,391,3
CODDOC3903,55,1,2,0,1011,1,0,12,112,2,-1,0,0,0,55,1011,1,112,2
CODDOC3905,32,1,2,0,76,1,0,21,189,2,-1,0,0,0,32,76,1,189,2
CODDOC3906,24,1,2,0,0,0,0,28,94,1,-1,0,0,0,24,0,1,94,1
CODDOC3909,36,1,3,0,167,1,0,28,57,1,-1,0,0,0,36,167,1,57,1
CODDOC3910,42,1,3,0,2187,1,0,17,525,3,-1,0,1,0,42,2187,1,500,3
CODDOC3911,49,1,2,0,14440,1,0,21,60,1,-1,0,0,0,49,4000,1,60,1
CODDOC3912,48,1,2,0,2294,1,0,26,251,11,-1,0,0,0,48,2294,1,251,6
CODDOC3913,36,1,2,0,80,1,0,30,251,3,-1,0,0,0,36,80,1,251,3
CODDOC3915,30,1,3,0,569,0,0,27,976,12,-1,0,1,0,30,569,1,500,6
CODDOC3916,27,2,3,1,0,0,1,8,46,1,-1,0,0,0,27,0,1,46,1
CODDOC3918,36,2,2,1,12,0,0,12,587,2,-1,0,1,0,36,12,1,500,2
CODDOC3921,42,1,2,0,613,1,0,11,432,2,-1,0,0,0,42,613,1,432,2
CODDOC3922,37,1,3,0,7944,0,0,21,102,1,-1,0,0,0,37,4000,1,102,1
CODDOC3924,57,1,1,0,-464,1,0,4,75,1,190,6,0,1,57,-464,1,75,1
CODDOC3925,44,1,2,0,1989,1,1,20,106,2,-1,0,0,0,44,1989,1,106,2
CODDOC3926,48,1,2,0,17,1,1,17,81,1,-1,0,0,0,48,17,1,81,1
CODDOC3927,56,1,1,0,-1,0,0,27,89,23,-1,0,0,0,56,-1,1,89,6
CODDOC3930,54,1,0,0,0,0,0,14,94,5,145,3,0,1,54,0,1,94,5
CODDOC3932,47,1,2,0,3676,0,0,18,567,1,95,3,1,1,47,3676,1,500,1
CODDOC3933,25,1,3,0,-242,1,1,18,600,4,332,4,1,1,25,-242,1,500,4
CODDOC3939,32,1,2,0,162,1,0,14,297,2,-1,0,0,0,32,162,1,297,2
CODDOC3941,24,2,2,0,1847,0,0,9,390,1,-1,0,0,0,24,1847,1,390,1
CODDOC3943,49,1,1,0,3371,0,0,11,269,2,-1,0,1,0,49,3371,1,269,2
CODDOC3944,45,2,2,0,1757,1,0,20,1010,3,326,1,0,1,45,1757,1,500,3
CODDOC3945,55,1,3,0,171,1,0,8,73,6,-1,0,0,0,55,171,1,73,6
CODDOC3948,48,1,2,0,-19,0,1,4,270,1,-1,0,0,0,48,-19,1,270,1
CODDOC3949,51,2,3,1,-55,1,0,18,119,6,-1,0,0,0,51,-55,1,119,6
CODDOC3954,40,1,3,0,51,0,0,19,164,2,-1,0,0,0,40,51,1,164,2
CODDOC3955,29,2,2,0,-287,1,0,18,196,1,-1,0,0,0,29,-287,1,196,1
CODDOC3956,34,1,2,0,0,1,0,14,78,4,-1,0,0,0,34,0,1,78,4
CODDOC3961,34,1,3,0,1611,1,0,11,490,2,-1,0,0,0,34,1611,1,490,2
CODDOC3963,52,1,1,0,1331,1,0,29,213,2,-1,0,0,0,52,1331,1,213,2
CODDOC3964,60,1,0,0,7337,0,0,4,122,1,-1,0,0,0,60,4000,1,122,1
CODDOC3965,39,2,2,0,835,1,0,29,587,4,-1,0,0,0,39,835,1,500,4
CODDOC3968,48,1,2,0,10655,0,0,31,5,3,-1,0,0,0,48,4000,1,5,3
CODDOC3971,48,1,3,0,586,1,1,6,179,2,-1,0,0,0,48,586,1,179,2
CODDOC3972,52,0,1,0,1758,1,0,15,41,1,-1,0,0,0,52,1758,1,41,1
CODDOC3974,25,2,2,0,959,0,0,9,144,5,-1,0,0,0,25,959,1,144,5
CODDOC3975,54,1,1,0,208,0,0,12,255,1,-1,0,0,0,54,208,1,255,1
CODDOC3977,48,1,3,1,-13,1,0,15,20,6,291,2,0,1,48,-13,1,20,6
CODDOC3980,32,2,3,0,751,1,0,8,64,1,-1,0,0,0,32,751,1,64,1
CODDOC3982,43,2,2,0,24,0,0,12,68,1,363,1,0,1,43,24,1,68,1
CODDOC3983,41,1,3,0,72,1,0,7,764,3,-1,0,0,0,41,72,1,500,3
CODDOC3984,40,0,3,0,1871,1,0,17,64,1,-1,0,0,0,40,1871,1,64,1
CODDOC3986,43,1,1,0,188,1,0,12,58,3,347,5,0,1,43,188,1,58,3
CODDOC3988,32,1,2,0,61,1,0,8,529,5,-1,0,0,0,32,61,1,500,5
CODDOC3989,57,1,2,0,-967,1,0,15,8,7,-1,0,0,0,57,-967,1,8,6
CODDOC3991,49,1,2,0,0,0,0,28,173,2,-1,0,0,0,49,0,1,173,2
CODDOC3992,31,2,2,0,5527,1,0,21,132,1,-1,0,0,0,31,4000,1,132,1
CODDOC3993,41,1,3,0,1287,0,0,16,286,1,-1,0,0,0,41,1287,1,286,1
CODDOC3995,54,1,0,0,1956,0,0,19,221,5,-1,0,0,0,54,1956,1,221,5
CODDOC3999,44,1,3,0,724,1,0,17,157,2,172,1,0,1,44,724,1,157,2
CODDOC4004,26,2,2,0,-147,0,0,4,95,2,-1,0,0,0,26,-147,1,95,2
CODDOC4006,55,1,1,0,1086,1,0,6,146,1,272,2,0,1,55,1086,1,146,1
CODDOC4007,55,1,2,0,471,1,0,30,58,2,-1,0,0,0,55,471,1,58,2
CODDOC4009,41,0,2,0,1588,1,1,20,10,8,-1,0,0,0,41,1588,1,10,6
CODDOC4011,28,2,2,0,2700,0,0,3,337,4,-1,0,0,0,28,2700,1,337,4
CODDOC4012,41,1,2,0,1602,1,0,2,142,1,-1,0,0,0,41,1602,1,142,1
CODDOC4014,39,1,0,0,839,0,0,30,825,2,-1,0,0,0,39,839,1,500,2
CODDOC4018,59,1,3,0,3800,0,1,9,70,1,-1,0,0,0,59,3800,1,70,1
CODDOC4021,42,1,2,1,-34,0,0,5,176,1,-1,0,0,0,42,-34,1,176,1
CODDOC4022,46,1,0,0,9328,1,0,5,725,3,-1,0,1,0,46,4000,1,500,3
CODDOC4023,31,1,2,0,5,1,1,16,101,7,-1,0,0,0,31,5,1,101,6
CODDOC4024,43,1,2,0,3529,0,0,5,169,2,-1,0,0,0,43,3529,1,169,2
CODDOC4025,48,2,3,0,2330,1,0,4,15,1,-1,0,0,0,48,2330,1,15,1
CODDOC4026,41,1,2,0,1334,1,0,20,234,5,-1,0,0,0,41,1334,1,234,5
CODDOC4027,32,1,3,0,3601,0,0,22,171,15,-1,0,0,0,32,3601,1,171,6
CODDOC4028,45,1,3,0,265,0,0,28,14,3,-1,0,0,0,45,265,1,14,3
CODDOC4029,52,2,0,0,2227,0,0,24,242,2,-1,0,1,0,52,2227,1,242,2
CODDOC4030,37,1,2,0,487,0,1,27,155,15,-1,0,0,0,37,487,1,155,6
CODDOC4034,37,1,3,0,3288,0,0,8,124,2,-1,0,0,0,37,3288,1,124,2
CODDOC4036,47,1,2,0,2246,1,0,10,330,1,-1,0,0,0,47,2246,1,330,1
CODDOC4037,40,1,2,0,4441,1,0,20,153,2,183,2,0,1,40,4000,1,153,2
CODDOC4038,42,0,3,0,0,0,0,19,131,2,-1,0,0,0,42,0,1,131,2
CODDOC4039,71,1,3,0,353,0,0,27,208,1,93,2,0,1,65,353,1,208,1
CODDOC4042,33,0,2,0,474,0,0,22,400,2,-1,0,0,0,33,474,1,400,2
CODDOC4044,39,0,2,0,282,1,0,17,243,1,-1,0,0,0,39,282,1,243,1
CODDOC4046,34,2,2,0,60,0,0,7,274,2,-1,0,0,0,34,60,1,274,2
CODDOC4049,33,0,2,0,818,1,1,16,301,3,-1,0,0,0,33,818,1,301,3
CODDOC4050,40,1,2,0,9374,1,0,21,7,8,185,1,0,1,40,4000,1,7,6
CODDOC4055,28,2,2,0,1532,0,0,22,253,1,107,5,0,1,28,1532,1,253,1
CODDOC4057,46,1,2,0,2420,0,0,19,405,2,-1,0,0,0,46,2420,1,405,2
CODDOC4059,41,1,2,0,0,0,0,20,89,1,-1,0,0,0,41,0,1,89,1
CODDOC4060,42,0,2,0,1533,0,1,5,86,1,-1,0,0,0,42,1533,1,86,1
CODDOC4063,43,2,2,0,109,1,0,27,64,3,-1,0,0,0,43,109,1,64,3
CODDOC4064,32,1,2,0,485,0,0,26,98,14,-1,0,0,0,32,485,1,98,6
CODDOC4068,53,1,2,0,206,0,0,26,87,6,-1,0,0,0,53,206,1,87,6
CODDOC4071,31,2,2,0,481,1,0,20,106,2,183,2,0,1,31,481,1,106,2
CODDOC4073,45,1,1,0,0,0,0,23,574,5,-1,0,0,0,45,0,1,500,5
CODDOC4074,51,1,3,0,176,1,1,1,8,1,687,2,0,1,51,176,1,8,1
CODDOC4077,53,1,1,0,53,1,0,7,208,1,140,1,0,1,53,53,1,208,1
CODDOC4078,31,0,2,0,6,1,0,29,821,1,-1,0,0,0,31,6,1,500,1
CODDOC4080,53,1,2,0,-118,1,0,9,101,3,-1,0,0,0,53,-118,1,101,3
CODDOC4081,40,1,1,0,2805,1,0,14,173,6,353,23,0,1,40,2805,1,173,6
CODDOC4083,47,1,2,0,0,1,0,21,676,1,-1,0,0,0,47,0,1,500,1
CODDOC4085,45,1,1,0,180,1,1,27,62,2,-1,0,0,0,45,180,1,62,2
CODDOC4086,35,1,3,0,0,1,0,21,295,3,-1,0,0,0,35,0,1,295,3
CODDOC4089,42,1,1,0,260,1,0,31,175,2,-1,0,0,0,42,260,1,175,2
CODDOC4090,32,1,2,1,-53,1,0,16,648,1,272,1,1,1,32,-53,1,500,1
CODDOC4092,36,1,2,0,2394,0,0,14,184,2,-1,0,0,0,36,2394,1,184,2
CODDOC4096,35,1,2,0,0,0,0,14,125,2,-1,0,0,0,35,0,1,125,2
CODDOC4097,26,1,3,0,37,1,1,6,207,1,363,2,0,1,26,37,1,207,1
CODDOC4099,30,1,2,0,1211,1,0,18,176,1,-1,0,0,0,30,1211,1,176,1
CODDOC4100,33,2,3,0,71,0,0,22,107,6,-1,0,0,0,33,71,1,107,6
CODDOC4103,31,1,3,0,1170,0,0,20,200,4,-1,0,0,0,31,1170,1,200,4
CODDOC4107,33,2,2,0,647,1,1,4,124,1,273,1,0,1,33,647,1,124,1
CODDOC4110,40,1,1,0,177,1,1,21,742,4,-1,0,0,0,40,177,1,500,4
CODDOC4111,55,1,3,0,236,0,0,4,200,1,-1,0,0,0,55,236,1,200,1
CODDOC4112,40,0,2,0,1959,1,0,30,177,1,-1,0,0,0,40,1959,1,177,1
